Canonical	Names	Description	Source	Link
	House of the Kings	The last resting place of Aragorn	Encyclopedia Arda	http://www.glyphweb.com/arda/h/houseofthekings.html
	House of the Mírdain	The guildhouse of the jewelsmiths of Eregion	Encyclopedia Arda	http://www.glyphweb.com/arda/h/houseofthemirdain.html
	Houses of Healing	The hospital of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/h/housesofhealing.html
	Houses of the Dead / Houses of the Dead (in Minas Tirith)	The tombs of Rath Dínen	Encyclopedia Arda	http://www.glyphweb.com/arda/h/housesofthedead.html
	King’s House / King's House	The seat of the Kings of Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/k/kingshouse.html
	Narrows of the Forest	The neck of southern Mirkwood	Encyclopedia Arda	http://www.glyphweb.com/arda/n/narrowsoftheforest.html
	North Road of Ithilien	The road to the Morannon	Encyclopedia Arda	http://www.glyphweb.com/arda/n/northroadofithilien.html
	Overbourn Marshes	The marshland to the southeast of the Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/o/overbournmarshes.html
	Paths of the Dead	The haunted caverns beneath the Ered Nimrais	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pathsofthedead.html
	Pinnacle of Orthanc	The high tower of Isengard	Encyclopedia Arda	http://www.glyphweb.com/arda/p/pinnacleoforthanc.html
	Second Hall	The great hall that held Durin's Bridge	Encyclopedia Arda	http://www.glyphweb.com/arda/s/secondhall.html
	South Lane	The way to the home of the Cotton family	Encyclopedia Arda	http://www.glyphweb.com/arda/s/southlane.html
	Southward Road	The long road through Ithilien	Encyclopedia Arda	http://www.glyphweb.com/arda/s/southwardroad.html
	Straight Stair	The lower of the Stairs of Cirith Ungol	Encyclopedia Arda	http://www.glyphweb.com/arda/s/straightstair.html
	Teeth of Mordor	The towers of Narchost and Carchost	Encyclopedia Arda	http://www.glyphweb.com/arda/t/teethofmordor.html
	Towers of Gondor	The sites of three Seeing-stones	Encyclopedia Arda	http://www.glyphweb.com/arda/t/towersofgondor.html
	Walls of Moria	The western cliffs of the Mountains of Moria	Encyclopedia Arda	http://www.glyphweb.com/arda/w/wallsofmoria.html
	West Road	The road running westward from Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/w/westroad.html
	West-gate of Bree	The gate guarded by Harry Goatleaf	Encyclopedia Arda	http://www.glyphweb.com/arda/w/westgateofbree.html
	Hobbit-holes	The underground dwellings of the Little Folk	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hobbitholes.html
	Andustar		Encyclopedia Arda	http://www.glyphweb.com/arda/a/andustar.html
	Araman		Encyclopedia Arda	http://www.glyphweb.com/arda/a/araman.html
	Arandor		Encyclopedia Arda	http://www.glyphweb.com/arda/a/arandor.html
	Arda		Encyclopedia Arda	http://www.glyphweb.com/arda/a/arda.html
	Arthórien		Encyclopedia Arda	http://www.glyphweb.com/arda/a/arthorien.html
	Arvernien		Encyclopedia Arda	http://www.glyphweb.com/arda/a/arvernien.html
	Avathar		Encyclopedia Arda	http://www.glyphweb.com/arda/a/avathar.html
	Bay of Elvenhome	The bay east of the Calacirya	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bayofelvenhome.html
	Blessed Realm		Encyclopedia Arda	http://www.glyphweb.com/arda/b/blessedrealm.html
	Caves of the Forgotten	The prison of Ar-Pharazôn	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cavesoftheforgotten.html
	Circles of the World		Encyclopedia Arda	http://www.glyphweb.com/arda/c/circlesoftheworld.html
	Cuiviénen		Encyclopedia Arda	http://www.glyphweb.com/arda/c/cuivienen.html
	Deldúwath		Encyclopedia Arda	http://www.glyphweb.com/arda/d/delduwath.html
	Dimbar		Encyclopedia Arda	http://www.glyphweb.com/arda/d/dimbar.html
	Door of Night	The gateway to the Timeless Void	Encyclopedia Arda	http://www.glyphweb.com/arda/d/doorofnight.html
	Doors of Felagund	The gateway of Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/d/doorsoffelagund.html
	Doors of Nargothrond	The entrance to Finrod's citadel	Encyclopedia Arda	http://www.glyphweb.com/arda/d/doorsofnargothrond.html
	Dor Caranthir		Encyclopedia Arda	http://www.glyphweb.com/arda/d/dorcaranthir.html
	Dor Firn-i-Guinar		Encyclopedia Arda	http://www.glyphweb.com/arda/d/dorfirniguinar.html
	Dor-Cúarthol		Encyclopedia Arda	http://www.glyphweb.com/arda/d/dorcuarthol.html
	Doriath		Encyclopedia Arda	http://www.glyphweb.com/arda/d/doriath.html
	Dorthonion		Encyclopedia Arda	http://www.glyphweb.com/arda/d/dorthonion.html
	Downfallen		Encyclopedia Arda	http://www.glyphweb.com/arda/d/downfallen.html
	Dry River	The entranceway to Turgons realm	Encyclopedia Arda	http://www.glyphweb.com/arda/d/dryriver.html
	Duilwen	The fifth of Gelions six tributaries	Encyclopedia Arda	http://www.glyphweb.com/arda/d/duilwen.html
	Dwarf-road of Beleriand	The Dwarves road westward from the Blue Mountains	Encyclopedia Arda	http://www.glyphweb.com/arda/d/dwarfroad.html
	Eä		Encyclopedia Arda	http://www.glyphweb.com/arda/e/ea.html
	East Beleriand		Encyclopedia Arda	http://www.glyphweb.com/arda/e/eastbeleriand.html
	Eastlands of Númenor		Encyclopedia Arda	http://www.glyphweb.com/arda/e/eastlandsnumenor.html
	Echad i Sedryn	The Camp of the Faithful	Encyclopedia Arda	http://www.glyphweb.com/arda/e/echadisedryn.html
	Echoing Hills	The western wall of Hithlum	Encyclopedia Arda	http://www.glyphweb.com/arda/e/echoinghills.html
	Echoing Mountains	A name for the Ered Lómin	Encyclopedia Arda	http://www.glyphweb.com/arda/e/echoingmountains.html
	Echoriath	The Encircling Mountains	Encyclopedia Arda	http://www.glyphweb.com/arda/e/echoriath.html
	Eglador		Encyclopedia Arda	http://www.glyphweb.com/arda/e/eglador.html
	Eglarest	The Haven at Nennings mouth	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eglarest.html
	Eithel Ivrin	The source of the Narog	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eithelivrin.html
	Eithel Nínui	The Fountain of Tinúviel	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eithelninui.html
	Eithel Sirion	The source of the River Sirion	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eithelsirion.html
	Ekkaia	The Encircling Sea	Encyclopedia Arda	http://www.glyphweb.com/arda/e/ekkaia.html
	Eldalondë	The haven on the Bay of Eldanna	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eldalonde.html
	Elendë		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elende.html
	Elenna	The island of Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/e/elenna.html
	Elerrína	Crowned with Stars	Encyclopedia Arda	http://www.glyphweb.com/arda/e/elerrina.html
	Elf-havens		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elfhavens.html
	Elfinesse		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elfinesse.html
	Elvendom		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elvendom.html
	Elvenesse		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elvenesse.html
	Elvenhome		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elvenhome.html
	Elvenland		Encyclopedia Arda	http://www.glyphweb.com/arda/e/elvenland.html
	Emerië		Encyclopedia Arda	http://www.glyphweb.com/arda/e/emerie.html
	Empty Lands		Encyclopedia Arda	http://www.glyphweb.com/arda/e/emptylands.html
	Enchanted Isles	Entrapments of the western seas	Encyclopedia Arda	http://www.glyphweb.com/arda/e/enchantedisles.html
	Encircling Mountains	The protective mountains of Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/e/encirclingmountains.html
	Encircling Sea	The vast and bleak ocean that surrounded Arda	Encyclopedia Arda	http://www.glyphweb.com/arda/e/encirclingsea.html
	Ephel		Encyclopedia Arda	http://www.glyphweb.com/arda/e/ephel.html
	Ephel Brandir	The stockade at the heart of Brethil	Encyclopedia Arda	http://www.glyphweb.com/arda/e/ephelbrandir.html
	Ered Engrin	The Iron Mountains of the north	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eredengrin.html
	Ered Lómin	The western mountains of Hithlum	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eredlomin.html
	Eressëa / Tol Eressëa	The Lonely Isle	Encyclopedia Arda	http://www.glyphweb.com/arda/t/toleressea.html
	Esgalduin / River Esgalduin	The river that flowed through Doriath	Encyclopedia Arda	http://www.glyphweb.com/arda/e/esgalduin.html
	Estolad		Encyclopedia Arda	http://www.glyphweb.com/arda/e/estolad.html
	Evereven		Encyclopedia Arda	http://www.glyphweb.com/arda/e/evereven.html
	Evernight	A shadowy region of southern Aman	Encyclopedia Arda	http://www.glyphweb.com/arda/e/evernight.html
	Everwhite / Mount Everwhite	A name for Taniquetil	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mounteverwhite.html
	Ezellohar	The Green Mound of the Two Trees	Encyclopedia Arda	http://www.glyphweb.com/arda/e/ezellohar.html
	Faerie		Encyclopedia Arda	http://www.glyphweb.com/arda/f/faerie.html
	Falls of Ivrin	The source of the River Narog	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fallsofivrin.html
	Falls of Sirion	Sirions descent beneath the Andram	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fallsofsirion.html
	Faroth	A name for the hills above Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/f/faroth.html
	Fens of Sirion	The marshland of the Aelin-uial	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fensofsirion.html
	Firth of Drengist	The landing-place of Fëanor in Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/f/firthofdrengist.html
	Ford of Brithiach	A northern crossing of Sirion	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fordofbrithiach.html
	Fords of Aros	The crossings on the upper River Aros	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fordsofaros.html
	Forest between the Rivers / Forest Between the Rivers	Taur-im-Duinath	Encyclopedia Arda	http://www.glyphweb.com/arda/f/forestbetweentherivers.html
	Formenos	The northern stronghold of Fëanor	Encyclopedia Arda	http://www.glyphweb.com/arda/f/formenos.html
	Forostar		Encyclopedia Arda	http://www.glyphweb.com/arda/f/forostar.html
	Gabilgathol	The Dwarves own name for their city of Belegost	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gabilgathol.html
	Gasping Dust	The desert created in the Dagor Bragollach	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gaspingdust.html
	Gate of Steel	The last defence of Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gateofsteel.html
	Gate of the Noldor	Annon-in-Gelydh	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gateofthenoldor.html
	Gates of Morning	The eastern gateway of the Sun	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gatesofmorning.html
	Gates of Sirion	Sirions emergence from beneath the Andram	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gatesofsirion.html
	Gelion / River Gelion	The river that marked Beleriands eastern border	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gelion.html
	Ginglith	A northern tributary of the Narog	Encyclopedia Arda	http://www.glyphweb.com/arda/g/ginglith.html
	Glithui	A minor tributary of the Teiglin	Encyclopedia Arda	http://www.glyphweb.com/arda/g/glithui.html
	Grave of the Children of Húrin		Encyclopedia Arda	http://www.glyphweb.com/arda/g/graveofthechildrenofhurin.html
	Great Hall of Thráin	The seat of the Kings under the Mountain	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greathallofthrain.html
	Great Lake	The lake that held the island of Almaren	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greatlake.html
	Greater Gelion	The greater of Gelions two source-rivers	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greatergelion.html
	Green Mound	The mound of the Two Trees	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenmound.html
	Grimslade	The home of Grimbold	Encyclopedia Arda	http://www.glyphweb.com/arda/g/grimslade.html
	Grindwall	A landing on the Withywindle	Encyclopedia Arda	http://www.glyphweb.com/arda/g/grindwall.html
	Guarded Plain	The plain of Talath Dirnen	Encyclopedia Arda	http://www.glyphweb.com/arda/g/guardedplain.html
	Hallow of Eru	The summit of the Meneltarma	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hallowoferu.html
	Halls of Mandos	The Houses of the Dead	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hallsofmandos.html
	Halls of Waiting	The abode of Mandos	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hallsofwaiting.html
	Haudh-en-Arwen	The Ladybarrow of Brethil	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haudhenarwen.html
	Haudh-en-Elleth	The grave-mound of Finduilas	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haudhenelleth.html
	Haudh-en-Ndengin	The Hill of Slain	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haudhenndengin.html
	Haudh-en-Nirnaeth	The Hill of Tears	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haudhennirnaeth.html
	Havens of Sirion		Encyclopedia Arda	http://www.glyphweb.com/arda/h/havensofsirion.html
	Hells of Iron	Morgoths fortress of Angband	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hellsofiron.html
	Hidden City	A name for Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hiddencity.html
	Hidden Kingdom		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hiddenkingdom.html
	Hidden Realm		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hiddenrealm.html
	Hidden Rock	"Gondolin, and Amon Gwareth on which it stood"	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hiddenrock.html
	High Faroth	The Hills of the Hunters above Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/h/highfaroth.html
	Hildórien		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hildorien.html
	Hill of Himring	The site of Maedhros capital	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hillofhimring.html
	Hill of Ilmarin	The Mountain of Manwë	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hillofilmarin.html
	Hill of Spies	The guard-hill of Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hillofspies.html
	Himlad		Encyclopedia Arda	http://www.glyphweb.com/arda/h/himlad.html
	Himring	The hill where Maedhros fortress stood	Encyclopedia Arda	http://www.glyphweb.com/arda/h/himring.html
	Hísilómë		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hisilome.html
	Hollowbold	A Dwarvish citadel among the Blue Mountains	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hollowbold.html
	Holy Mountain: Meneltarma / Holy Mountain (Meneltarma)	The Pillar of Heaven	Encyclopedia Arda	http://www.glyphweb.com/arda/h/holymountain2.html
	Holy Mountain: Taniquetil / Holy Mountain (Taniquetil)	The abode of Manwë and Varda	Encyclopedia Arda	http://www.glyphweb.com/arda/h/holymountain.html
	House of Ransom	The house of the treacherous Petty-dwarf	Encyclopedia Arda	http://www.glyphweb.com/arda/h/houseofransom.html
	House of the Stewards / House of the Stewards (tomb)	Last resting-place of the Stewards of Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/h/houseofstewards.html
	Hyarastorni		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hyarastorni.html
	Hyarmentir	A peak on the borders of Valinor	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hyarmentir.html
	Hyarnustar		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hyarnustar.html
	Hyarrostar		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hyarrostar.html
	Ilmarin	The halls of Manwë and Varda	Encyclopedia Arda	http://www.glyphweb.com/arda/i/ilmarin.html
	Ilmarin		Encyclopedia Arda	http://www.glyphweb.com/arda/i/ilmarin.html
	Iron Mountains	The mountain-fence of Utumno	Encyclopedia Arda	http://www.glyphweb.com/arda/i/ironmountains.html
	Isle of Balar	The refuge of Círdan	Encyclopedia Arda	http://www.glyphweb.com/arda/b/balar.html
	Isle of Meneltarma	The summit of the Pillar of Heaven	Encyclopedia Arda	http://www.glyphweb.com/arda/i/isleofmeneltarma.html
	Isle of Werewolves	"Tol-in-Gaurhoth, the island of Sauron"	Encyclopedia Arda	http://www.glyphweb.com/arda/i/isleofwerewolves.html
	Isles of the West	The islands of Eldamar	Encyclopedia Arda	http://www.glyphweb.com/arda/i/islesofthewest.html
	Ivrin	The pools at the source of the Narog	Encyclopedia Arda	http://www.glyphweb.com/arda/i/ivrin.html
	King’s Court / King's Court	The courts of the Kings of Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/k/kingscourt.html
	Kingdoms of the Dúnedain		Encyclopedia Arda	http://www.glyphweb.com/arda/k/kingdomsofthedunedain.html
	Kingsland		Encyclopedia Arda	http://www.glyphweb.com/arda/k/kingsland.html
	Ladros		Encyclopedia Arda	http://www.glyphweb.com/arda/l/ladros.html
	Ladybarrow	The green grave of Haleth	Encyclopedia Arda	http://www.glyphweb.com/arda/l/ladybarrow.html
	Land of Bow and Helm		Encyclopedia Arda	http://www.glyphweb.com/arda/l/landofbowandhelm.html
	Land of the Dead that Live		Encyclopedia Arda	http://www.glyphweb.com/arda/l/landofthedeadthatlive.html
	Land of Willows		Encyclopedia Arda	http://www.glyphweb.com/arda/l/landofwillows.html
	Last Desert	The barren lands of the distant east	Encyclopedia Arda	http://www.glyphweb.com/arda/l/lastdesert.html
	Last Gate	The Seventh of the Seven Gates of Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/l/lastgate.html
	Last Shore	The coastlands of Eldamar	Encyclopedia Arda	http://www.glyphweb.com/arda/l/lastshore.html
	Laurelindórenan		Encyclopedia Arda	http://www.glyphweb.com/arda/l/laurelindorenan.html
	Legolin	Third of Gelions six tributaries	Encyclopedia Arda	http://www.glyphweb.com/arda/l/legolin.html
	Linaewen	The lake of birds	Encyclopedia Arda	http://www.glyphweb.com/arda/l/linaewen.html
	Lisgardh		Encyclopedia Arda	http://www.glyphweb.com/arda/l/lisgardh.html
	Little Gelion	The lesser of Gelions two sources	Encyclopedia Arda	http://www.glyphweb.com/arda/l/littlegelion.html
	Losgar		Encyclopedia Arda	http://www.glyphweb.com/arda/l/losgar.html
	Maglor's Gap		Encyclopedia Arda	http://www.glyphweb.com/arda/m/maglorsgap.html
	March of Maedhros		Encyclopedia Arda	http://www.glyphweb.com/arda/m/marchofmaedhros.html
	Mithrim		Encyclopedia Arda	http://www.glyphweb.com/arda/m/mithrim.html
	Mittalmar		Encyclopedia Arda	http://www.glyphweb.com/arda/m/mittalmar.html
	Moors of the Nibin-noeg	Lost lands of the Petty-dwarves	Encyclopedia Arda	http://www.glyphweb.com/arda/m/moorsofthenibinnoeg.html
	Mound of the Elf-maid	The grave of Finduilas	Encyclopedia Arda	http://www.glyphweb.com/arda/m/moundoftheelfmaid.html
	Mountain of Manwë	The peak of the Elder King	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountainofmanwe.html
	Mountain Wall	A poetic name for the Pelóri	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountainwall.html
	Mountains of Aman	The defences of Valinor	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountainsofaman.html
	Mountains of Defence	The Pelóri of Aman	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountainsofdefence.html
	Nameless Land		Encyclopedia Arda	http://www.glyphweb.com/arda/n/namelessland.html
	Nan-tasarion		Encyclopedia Arda	http://www.glyphweb.com/arda/n/nantasarion.html
	Nan-tathren		Encyclopedia Arda	http://www.glyphweb.com/arda/n/nantathren.html
	Narrow Ice	Bilbos name for the Helcaraxë	Encyclopedia Arda	http://www.glyphweb.com/arda/n/narrowice.html
	Nevrast		Encyclopedia Arda	http://www.glyphweb.com/arda/n/nevrast.html
	Nísimaldar		Encyclopedia Arda	http://www.glyphweb.com/arda/n/nisimaldar.html
	North (of Beleriand)		Encyclopedia Arda	http://www.glyphweb.com/arda/n/northbeleriand.html
	North Cape	The northernmost tip of the isle of Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/n/northcape.html
	Northlands (Middle-earth)		Encyclopedia Arda	http://www.glyphweb.com/arda/n/northlands.html
	Nulukkizdîn	A settlement of the Petty-dwarves	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nulukkizdin.html
	Númenórean Realms		Encyclopedia Arda	http://www.glyphweb.com/arda/n/numenoreanrealms.html
	Nunduinë	The river of Eldalondë	Encyclopedia Arda	http://www.glyphweb.com/arda/n/nunduine.html
	Oiolossë	The high seat of Manwë and Varda	Encyclopedia Arda	http://www.glyphweb.com/arda/o/oiolosse.html
	Oiomúrë		Encyclopedia Arda	http://www.glyphweb.com/arda/o/oiomure.html
	Ondolindë	Rock of the Music of Water	Encyclopedia Arda	http://www.glyphweb.com/arda/o/ondolinde.html
	Ondosto	The chief city of the Forostar	Encyclopedia Arda	http://www.glyphweb.com/arda/o/ondosto.html
	Orod-na-Thón / Orod-na-Thôn	A mountain of Dorthonion	Encyclopedia Arda	http://www.glyphweb.com/arda/o/orodnathon.html
	Outer Lands		Encyclopedia Arda	http://www.glyphweb.com/arda/o/outerlands.html
	Outer Sea	The Encircling Sea of the World	Encyclopedia Arda	http://www.glyphweb.com/arda/o/outersea.html
	Pass of Light	The deep cleft in the Pelóri	Encyclopedia Arda	http://www.glyphweb.com/arda/p/passoflight.html
	Pass of Sirion	The northern pass guarded by the first Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/p/passofsirion.html
	Pools of Ivrin	The waters at the Sources of Narog	Encyclopedia Arda	http://www.glyphweb.com/arda/p/poolsofivrin.html
	Ramdal	Walls End	Encyclopedia Arda	http://www.glyphweb.com/arda/r/ramdal.html
	Ravines of Teiglin	The thundering chasms south of Brethil	Encyclopedia Arda	http://www.glyphweb.com/arda/r/ravinesofteiglin.html
	Realms in Exile		Encyclopedia Arda	http://www.glyphweb.com/arda/r/realmsinexile.html
	Region / Forest of Region	The greater part of the Kingdom of Doriath	Encyclopedia Arda	http://www.glyphweb.com/arda/r/region.html
	Reunited Kingdom		Encyclopedia Arda	http://www.glyphweb.com/arda/r/reunitedkingdom.html
	Rock of the Music of Water	An old name for the fountained city of Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/r/rockofthemusicofwater.html
	Sauron’s Isle / Sauron's Isle	The island of Tol-in-Gaurhoth	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sauronsisle.html
	Seven Gates of Gondolin	The guarded way into Hidden City	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sevengates.html
	Seven Rivers of Ossir	The River Gelion and its six tributaries	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sevenriversofossir.html
	"Seventh Gate / Seventh Gate, Gondolin"	The Last Gate of Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/s/seventhgate.html
	Shadowmere	A lake of Aman	Encyclopedia Arda	http://www.glyphweb.com/arda/s/shadowmere.html
	Shadowy Mountains	The bulwark of Hithlum	Encyclopedia Arda	http://www.glyphweb.com/arda/s/shadowymountains.html
	Shadowy Seas	The seas to the east of Aman	Encyclopedia Arda	http://www.glyphweb.com/arda/s/shadowyseas.html
	Sharbhund	Mîms name for Amon Rûdh	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sharbhund.html
	Siril / River Siril	The major river of the island of Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/s/siril.html
	Sirion / River Sirion	The great river of Beleriand	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sirion.html
	Sorontil	The northern height of Númenor	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sorontil.html
	Sources of Narog	The springs of Eithel Ivrin	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sourcesofnarog.html
	"South Road / South Road, Beleriand"	The road that ran to Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/s/southroad.html
	Spyhill	The watch-mound of Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/s/spyhill.html
	Starwards	"Elenna, a name for the island of Númenor"	Encyclopedia Arda	http://www.glyphweb.com/arda/s/starwards.html
	Stone of the Hapless	Memorial to the family of Húrin	Encyclopedia Arda	http://www.glyphweb.com/arda/s/stoneofthehapless.html
	Sundering Seas	The trackless oceans that sundered Aman from Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/s/sunderingseas.html
	Swanhaven	The haven of the Teleri in Aman	Encyclopedia Arda	http://www.glyphweb.com/arda/s/swanhaven.html
	Talath Dirnen	The Guarded Plain	Encyclopedia Arda	http://www.glyphweb.com/arda/t/talathdirnen.html
	Talath Rhúnen	The East Vale	Encyclopedia Arda	http://www.glyphweb.com/arda/t/talathrhunen.html
	Taras / Mount Taras	The seaward peak of Nevrast	Encyclopedia Arda	http://www.glyphweb.com/arda/t/taras.html
	Taras-ness	The headland on which Vinyamar was built	Encyclopedia Arda	http://www.glyphweb.com/arda/t/tarasness.html
	Tarmasundar	The Roots of the Pillar of Heaven	Encyclopedia Arda	http://www.glyphweb.com/arda/t/tarmasundar.html
	Tasarinan		Encyclopedia Arda	http://www.glyphweb.com/arda/t/tasarinan.html
	Taur-en-Faroth	The high woodland above the gates of Nargothrond	Encyclopedia Arda	http://www.glyphweb.com/arda/t/taurenfaroth.html
	Taur-im-Duinath	The Forest between the Rivers	Encyclopedia Arda	http://www.glyphweb.com/arda/t/taurimduinath.html
	Taur-na-neldor	A forest of lost Beleriand	Encyclopedia Arda	http://www.glyphweb.com/arda/t/taurnaneldor.html
	Teiglin / River Teiglin	The river that ran through Brethil	Encyclopedia Arda	http://www.glyphweb.com/arda/t/teiglin.html
	Thalos	Second of the tributaries of Gelion	Encyclopedia Arda	http://www.glyphweb.com/arda/t/thalos.html
	Thargelion		Encyclopedia Arda	http://www.glyphweb.com/arda/t/thargelion.html
	The Mountain / Mountain	Lofty seat of Manwë and Varda	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountain.html
	The Tongue / Tongue	The southeastern limit of Lórien	Encyclopedia Arda	http://www.glyphweb.com/arda/t/tongue.html
	Timeless Halls / Timeless Halls (in the Void)	The dwellings of the Ainur beyond Eä	Encyclopedia Arda	http://www.glyphweb.com/arda/t/timelesshalls.html
	Tower of Avallónë	The tower of the Elf-haven of Tol Eressëa	Encyclopedia Arda	http://www.glyphweb.com/arda/t/towerofavallone.html
	Tower of the Dome of Osgiliath	A landmark of Gondor's old chief city	Encyclopedia Arda	http://www.glyphweb.com/arda/t/towerofthedomeofosgiliath.html
	Tower of the King	Turgons great tower in Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/t/toweroftheking.html
	Tumunzahar	A Dwarf-city of the Blue Mountains	Encyclopedia Arda	http://www.glyphweb.com/arda/t/tumunzahar.html
	Two Kingdoms		Encyclopedia Arda	http://www.glyphweb.com/arda/t/twokingdoms.html
	Undying Lands		Encyclopedia Arda	http://www.glyphweb.com/arda/u/undyinglands.html
	Undying Realm		Encyclopedia Arda	http://www.glyphweb.com/arda/u/undyingrealm.html
	Uttermost West		Encyclopedia Arda	http://www.glyphweb.com/arda/u/uttermostwest.html
	Vales of Sirion / Vale(s) of Sirion	The wide valley that ran north to south through Beleriand	Encyclopedia Arda	http://www.glyphweb.com/arda/v/valesofsirion.html
	Valinor		Encyclopedia Arda	http://www.glyphweb.com/arda/v/valinor.html
	Wall’s End / Wall's End	The eastern end of the Long Wall	Encyclopedia Arda	http://www.glyphweb.com/arda/w/wallsend.html
	Walls of Night	The ancient boundaries of Arda	Encyclopedia Arda	http://www.glyphweb.com/arda/w/wallsofnight.html
	Walls of the World	The ends of Arda	Encyclopedia Arda	http://www.glyphweb.com/arda/w/wallsoftheworld.html
